id,view_date,views
1160,2022-06-20,6228
1161,2022-06-21,1059
1162,2022-06-22,8619
1163,2022-06-23,5787
1164,2022-06-24,485
1165,2022-06-25,6469
1166,2022-06-26,2471
1167,2022-06-27,7307
1168,2022-06-28,4811
1169,2022-06-29,5720
1170,2022-06-30,2479
1171,2022-07-01,8532
1172,2022-07-02,6653
1173,2022-07-03,7246
1174,2022-07-04,3949
1175,2022-07-05,8471
1176,2022-07-06,9492
1177,2022-07-07,5141
1178,2022-07-08,724
1179,2022-07-09,1513
1180,2022-07-10,8276
1181,2022-07-11,1706
1182,2022-07-12,8997
1183,2022-07-13,1147
1184,2022-07-14,5870
1185,2022-07-15,6270
1186,2022-07-16,3603
1187,2022-07-17,8557
1188,2022-07-18,6225
1189,2022-07-19,2347
1190,2022-07-20,3282
1191,2022-07-21,4408
1192,2022-07-22,2920
1193,2022-07-23,3088
1194,2022-07-24,5473
1195,2022-07-25,693
1196,2022-07-26,8067
1197,2022-07-27,1478
1198,2022-07-28,2883
1199,2022-07-29,1479
1200,2022-07-30,8063
1201,2022-07-31,9072
1202,2022-08-01,6925
1203,2022-08-02,6379
1204,2022-08-03,7493
1205,2022-08-04,7835
1206,2022-08-05,3601
1207,2022-08-06,7232
1208,2022-08-07,1439
1209,2022-08-08,2338
1210,2022-08-09,4524
1211,2022-08-10,1037
1212,2022-08-11,9450
1213,2022-08-12,7420
1214,2022-08-13,9742
1215,2022-08-14,3582
1216,2022-08-15,188
1217,2022-08-16,5687
1218,2022-08-17,593
1219,2022-08-18,962
1220,2022-08-19,3916
1221,2022-08-20,1988
1222,2022-08-21,6053
1223,2022-08-22,3678
1224,2022-08-23,5755
1225,2022-08-24,5886
1226,2022-08-25,3134
1227,2022-08-26,9890
1228,2022-08-27,3712
1229,2022-08-28,9707
1230,2022-08-29,5225
1231,2022-08-30,5234
1232,2022-08-31,9110
1233,2022-09-01,883
1234,2022-09-02,6699
1235,2022-09-03,7181
1236,2022-09-04,9051
1237,2022-09-05,7001
1238,2022-09-06,2142
1239,2022-09-07,9027
1240,2022-09-08,3308
1241,2022-09-09,3990
1242,2022-09-10,1599
1243,2022-09-11,6655
1244,2022-09-12,6938
1245,2022-09-13,3260
1246,2022-09-14,404
1247,2022-09-15,2338
1248,2022-09-16,4786
1249,2022-09-17,158
1250,2022-09-18,2790
1251,2022-09-19,8337
1252,2022-09-20,7552
1253,2022-09-21,7401
1254,2022-09-22,8689
1255,2022-09-23,3897
1256,2022-09-24,2886
1257,2022-09-25,6980
1258,2022-09-26,3873
1259,2022-09-27,2295
1260,2022-09-28,6731
1261,2022-09-29,6663
1262,2022-09-30,7879
1263,2022-10-01,561
1264,2022-10-02,6006
1265,2022-10-03,3284
1266,2022-10-04,1692
1267,2022-10-05,1336
1268,2022-10-06,1848
1269,2022-10-07,7115
1270,2022-10-08,4023
1271,2022-10-09,816
1272,2022-10-10,1830
1273,2022-10-11,1811
1274,2022-10-12,6965
1275,2022-10-13,2848
1276,2022-10-14,7576
1277,2022-10-15,2214
1278,2022-10-16,7384
1279,2022-10-17,2804
1280,2022-10-18,9097
1281,2022-10-19,9018
1282,2022-10-20,5820
1283,2022-10-21,3371
1284,2022-10-22,3790
1285,2022-10-23,8605
1286,2022-10-24,2171
1287,2022-10-25,9194
1288,2022-10-26,5370
1289,2022-10-27,1015
1290,2022-10-28,3486
1291,2022-10-29,2885
1292,2022-10-30,3285
1293,2022-10-31,5362
1294,2022-11-01,258
1295,2022-11-02,9791
1296,2022-11-03,3865
1297,2022-11-04,2773
1298,2022-11-05,9920
1299,2022-11-06,1729
1300,2022-11-07,2986
1301,2022-11-08,5715
1302,2022-11-09,6270
1303,2022-11-10,8732
1304,2022-11-11,6466
1305,2022-11-12,4946
1306,2022-11-13,1296
1307,2022-11-14,4319
1308,2022-11-15,6376
1309,2022-11-16,3038
1310,2022-11-17,7627
1311,2022-11-18,7527
1312,2022-11-19,1447
1313,2022-11-20,6562
1314,2022-11-21,6325
1315,2022-11-22,770
1316,2022-11-23,6270
1317,2022-11-24,2011
1318,2022-11-25,1597
1319,2022-11-26,1896
1320,2022-11-27,9095
1321,2022-11-28,7757
1322,2022-11-29,2354
1323,2022-11-30,7013
1324,2022-12-01,4057
1325,2022-12-02,8951
1326,2022-12-03,7819
1327,2022-12-04,1213
1328,2022-12-05,9912
1329,2022-12-06,884
1330,2022-12-07,7175
1331,2022-12-08,4889
1332,2022-12-09,7019
1333,2022-12-10,4699
1334,2022-12-11,5290
1335,2022-12-12,1527
1336,2022-12-13,1398
1337,2022-12-14,4864
1338,2022-12-15,5042
1339,2022-12-16,947
1340,2022-12-17,8785
1341,2022-12-18,4537
1342,2022-12-19,1662
1343,2022-12-20,5888
1344,2022-12-21,4246
1345,2022-12-22,7928
1346,2022-12-23,7519
1347,2022-12-24,5464
1348,2022-12-25,7296
1349,2022-12-26,8891
1350,2022-12-27,9300
1351,2022-12-28,2310
1352,2022-12-29,3388
1353,2022-12-30,4071
1354,2022-12-31,1084
1355,2023-01-01,6608
1356,2023-01-02,9389
1357,2023-01-03,5623
1358,2023-01-04,8181
1359,2023-01-05,4568
1360,2023-01-06,3238
1361,2023-01-07,7087
1362,2023-01-08,8830
1363,2023-01-09,4040
1364,2023-01-10,9923
1365,2023-01-11,604
1366,2023-01-12,5098
1367,2023-01-13,3742
1368,2023-01-14,7901
1369,2023-01-15,1894
1370,2023-01-16,5872
1371,2023-01-17,5796
1372,2023-01-18,8054
1373,2023-01-19,8211
1374,2023-01-20,5996
1375,2023-01-21,3999
1376,2023-01-22,8632
1377,2023-01-23,3745
1378,2023-01-24,2191
1379,2023-01-25,9749
1380,2023-01-26,2830
1381,2023-01-27,2621
1382,2023-01-28,8890
1383,2023-01-29,2388
1384,2023-01-30,9448
1385,2023-01-31,7343
1386,2023-02-01,3260
1387,2023-02-02,6124
1388,2023-02-03,8843
1389,2023-02-04,2210
1390,2023-02-05,3775
1391,2023-02-06,1084
1392,2023-02-07,731
1393,2023-02-08,447
1394,2023-02-09,2875
1395,2023-02-10,1081
1396,2023-02-11,880
1397,2023-02-12,2868
1398,2023-02-13,9404
1399,2023-02-14,5166
1400,2023-02-15,4282
1401,2023-02-16,8109
1402,2023-02-17,3789
1403,2023-02-18,2310
1404,2023-02-19,2683
1405,2023-02-20,9111
1406,2023-02-21,4568
1407,2023-02-22,2385
1408,2023-02-23,4231
1409,2023-02-24,1531
1410,2023-02-25,5795
1411,2023-02-26,9925
1412,2023-02-27,9488
1413,2023-02-28,4312
1414,2023-03-01,4116
1415,2023-03-02,6744
1416,2023-03-03,8731
1417,2023-03-04,7339
1418,2023-03-05,7406
1419,2023-03-06,9686
1420,2023-03-07,8179
1421,2023-03-08,375
1422,2023-03-09,3564
1423,2023-03-10,3970
1424,2023-03-11,1535
1425,2023-03-12,8886
1426,2023-03-13,992
1427,2023-03-14,1552
1428,2023-03-15,7038
1429,2023-03-16,4701
1430,2023-03-17,6989
1431,2023-03-18,9193
1432,2023-03-19,3892
1433,2023-03-20,2767
1434,2023-03-21,8595
1435,2023-03-22,3160
1436,2023-03-23,1847
1437,2023-03-24,9796
1438,2023-03-25,3929
1439,2023-03-26,4901
1440,2023-03-27,9730
1441,2023-03-28,6913
1442,2023-03-29,7715
1443,2023-03-30,3579
1444,2023-03-31,7590
1445,2023-04-01,1790
1446,2023-04-02,518
1447,2023-04-03,9558
1448,2023-04-04,8275
1449,2023-04-05,9934
1450,2023-04-06,2470
1451,2023-04-07,8221
1452,2023-04-08,7819
1453,2023-04-09,8996
1454,2023-04-10,1371
1455,2023-04-11,4529
1456,2023-04-12,6179
1457,2023-04-13,141
1458,2023-04-14,5993
1459,2023-04-15,5046
1460,2023-04-16,6650
1461,2023-04-17,6286
1462,2023-04-18,7152
1463,2023-04-19,8794
1464,2023-04-20,3129
1465,2023-04-21,2748
1466,2023-04-22,2779
1467,2023-04-23,9833
1468,2023-04-24,8990
1469,2023-04-25,2861
1470,2023-04-26,9566
1471,2023-04-27,2032
1472,2023-04-28,9048
1473,2023-04-29,6864
1474,2023-04-30,1030
1475,2023-05-01,6758
1476,2023-05-02,3804
1477,2023-05-03,7682
1478,2023-05-04,8710
1479,2023-05-05,5270
1480,2023-05-06,9250
1481,2023-05-07,4404
1482,2023-05-08,3709
1483,2023-05-09,3172
1484,2023-05-10,4202
1485,2023-05-11,7488
1486,2023-05-12,1947
1487,2023-05-13,6096
1488,2023-05-14,2367
1489,2023-05-15,3279
1490,2023-05-16,980
1491,2023-05-17,7819
1492,2023-05-18,4740
1493,2023-05-19,425
1494,2023-05-20,6729
1495,2023-05-21,5772
1496,2023-05-22,5150
1497,2023-05-23,3036
1498,2023-05-24,5446
1499,2023-05-25,2426
1500,2023-05-26,8750
1501,2023-05-27,7348
1502,2023-05-28,4355
1503,2023-05-29,294
1504,2023-05-30,822
1505,2023-05-31,9600
1506,2023-06-01,9519
1507,2023-06-02,9507
1508,2023-06-03,3927
1509,2023-06-04,7548
1510,2023-06-05,3646
1511,2023-06-06,4953
1512,2023-06-07,3012
1513,2023-06-08,6033
1514,2023-06-09,9432
1515,2023-06-10,6766
1516,2023-06-11,4503
1517,2023-06-12,2413
1518,2023-06-13,3023
1519,2023-06-14,2399
1520,2023-06-15,4399
1521,2023-06-16,8118
1522,2023-06-17,5935
1523,2023-06-18,1398
1524,2023-06-19,9055
1525,2023-06-20,4274
1526,2023-06-21,8806
1527,2023-06-22,2540
1528,2023-06-23,3149
1529,2023-06-24,3628
1530,2023-06-25,6782
1531,2023-06-26,7871
1532,2023-06-27,1441
1533,2023-06-28,5562
1534,2023-06-29,5467
1535,2023-06-30,7227
1536,2023-07-01,294
1537,2023-07-02,1846
1538,2023-07-03,378
1539,2023-07-04,9279
1540,2023-07-05,6787
1541,2023-07-06,6501
1542,2023-07-07,1265
1543,2023-07-08,8134
1544,2023-07-09,123
1545,2023-07-10,5062
1546,2023-07-11,7714
1547,2023-07-12,2843
1548,2023-07-13,6884
1549,2023-07-14,9035
1550,2023-07-15,2729
1551,2023-07-16,3828
1552,2023-07-17,2155
1553,2023-07-18,8583
1554,2023-07-19,8050
1555,2023-07-20,4440
1556,2023-07-21,9973
1557,2023-07-22,4274
1558,2023-07-23,684
1559,2023-07-24,4625
1560,2023-07-25,1712
1561,2023-07-26,3340
1562,2023-07-27,9658
1563,2023-07-28,3375
1564,2023-07-29,446
1565,2023-07-30,4958
1566,2023-07-31,4461
1567,2023-08-01,3674
1568,2023-08-02,4608
1569,2023-08-03,3272
1570,2023-08-04,9864
1571,2023-08-05,4635
1572,2023-08-06,8299
1573,2023-08-07,5273
1574,2023-08-08,2895
1575,2023-08-09,7698
1576,2023-08-10,9350
1577,2023-08-11,7898
1578,2023-08-12,9330
1579,2023-08-13,1889
1580,2023-08-14,7152
1581,2023-08-15,7689
1582,2023-08-16,6058
1583,2023-08-17,8515
1584,2023-08-18,2925
1585,2023-08-19,6776
1586,2023-08-20,6955
1587,2023-08-21,4455
1588,2023-08-22,9967
1589,2023-08-23,8183
1590,2023-08-24,3817
1591,2023-08-25,5632
1592,2023-08-26,1964
1593,2023-08-27,166
1594,2023-08-28,4809
1595,2023-08-29,2261
1596,2023-08-30,4003
1597,2023-08-31,9230
1598,2023-09-01,3984
1599,2023-09-02,267
1600,2023-09-03,6731
1601,2023-09-04,7310
1602,2023-09-05,176
1603,2023-09-06,2392
1604,2023-09-07,2081
1605,2023-09-08,5982
1606,2023-09-09,6097
1607,2023-09-10,2489
1608,2023-09-11,6880
1609,2023-09-12,6333
1610,2023-09-13,6000
1611,2023-09-14,3178
1612,2023-09-15,5622
1613,2023-09-16,743
1614,2023-09-17,6934
1615,2023-09-18,3377
1616,2023-09-19,5833
1617,2023-09-20,9139
1618,2023-09-21,9888
1619,2023-09-22,6306
1620,2023-09-23,7332
1621,2023-09-24,5950
1622,2023-09-25,8189
1623,2023-09-26,8626
1624,2023-09-27,5180
1625,2023-09-28,340
1626,2023-09-29,1952
1627,2023-09-30,1603
1628,2023-10-01,5856
1629,2023-10-02,1161
1630,2023-10-03,427
1631,2023-10-04,2394
1632,2023-10-05,6426
1633,2023-10-06,8653
1634,2023-10-07,9631
1635,2023-10-08,5210
1636,2023-10-09,1865
1637,2023-10-10,7438
1638,2023-10-11,4824
1639,2023-10-12,7331
1640,2023-10-13,6363
1641,2023-10-14,3657
1642,2023-10-15,4596
1643,2023-10-16,6498
1644,2023-10-17,5661
1645,2023-10-18,3573
1646,2023-10-19,7129
1647,2023-10-20,5166
1648,2023-10-21,3382
1649,2023-10-22,9745
1650,2023-10-23,7601
1651,2023-10-24,5024
1652,2023-10-25,3869
1653,2023-10-26,2694
1654,2023-10-27,1935
1655,2023-10-28,1829
1656,2023-10-29,7568
1657,2023-10-30,4386
1658,2023-10-31,1785
1659,2023-11-01,505
1660,2023-11-02,2115
1661,2023-11-03,9376
1662,2023-11-04,1995
1663,2023-11-05,6174
1664,2023-11-06,5867
1665,2023-11-07,6335
1666,2023-11-08,4287
1667,2023-11-09,8371
1668,2023-11-10,6758
1669,2023-11-11,277
1670,2023-11-12,7329
1671,2023-11-13,9540
1672,2023-11-14,7311
1673,2023-11-15,3084
1674,2023-11-16,9305
1675,2023-11-17,3619
1676,2023-11-18,8920
1677,2023-11-19,8713
1678,2023-11-20,9414
1679,2023-11-21,5665
1680,2023-11-22,7140
1681,2023-11-23,3626
1682,2023-11-24,2049
1683,2023-11-25,7423
1684,2023-11-26,5463
1685,2023-11-27,1776
1686,2023-11-28,657
1687,2023-11-29,5063
1688,2023-11-30,9372
1689,2023-12-01,3826
1690,2023-12-02,9229
1691,2023-12-03,7252
1692,2023-12-04,203
1693,2023-12-05,148
1694,2023-12-06,6482
1695,2023-12-07,9445
1696,2023-12-08,6211
1697,2023-12-09,5528
1698,2023-12-10,4932
1699,2023-12-11,7452
1700,2023-12-12,6354
1701,2023-12-13,7986
1702,2023-12-14,8109
1703,2023-12-15,4468
1704,2023-12-16,2022
1705,2023-12-17,5277
1706,2023-12-18,4596
1707,2023-12-19,4904
1708,2023-12-20,982
1709,2023-12-21,6422
1710,2023-12-22,919
1711,2023-12-23,5639
1712,2023-12-24,6848
1713,2023-12-25,8965
1714,2023-12-26,1761
1715,2023-12-27,2484
1716,2023-12-28,2403
1717,2023-12-29,8371
1718,2023-12-30,7098
1719,2023-12-31,3515
1720,2024-01-01,2338
1721,2024-01-02,4969
1722,2024-01-03,7828
1723,2024-01-04,9622
1724,2024-01-05,4387
1725,2024-01-06,3897
1726,2024-01-07,8798
1727,2024-01-08,4513
1728,2024-01-09,8538
1729,2024-01-10,7105
1730,2024-01-11,8726
1731,2024-01-12,2594
1732,2024-01-13,1913
1733,2024-01-14,4010
1734,2024-01-15,6381
1735,2024-01-16,3698
1736,2024-01-17,7340
1737,2024-01-18,7248
1738,2024-01-19,3228
1739,2024-01-20,8873
1740,2024-01-21,1507
1741,2024-01-22,3485
1742,2024-01-23,5065
1743,2024-01-24,2486
1744,2024-01-25,7039
1745,2024-01-26,2217
1746,2024-01-27,5770
1747,2024-01-28,6577
1748,2024-01-29,9434
1749,2024-01-30,4113
1750,2024-01-31,4640
1751,2024-02-01,7020
1752,2024-02-02,5353
1753,2024-02-03,1852
1754,2024-02-04,9432
1755,2024-02-05,7571
1756,2024-02-06,8404
1757,2024-02-07,8377
1758,2024-02-08,7503
1759,2024-02-09,5399
1760,2024-02-10,3519
1761,2024-02-11,4301
1762,2024-02-12,3245
1763,2024-02-13,6872
1764,2024-02-14,7300
1765,2024-02-15,1788
1766,2024-02-16,5989
1767,2024-02-17,4686
1768,2024-02-18,3132
1769,2024-02-19,4196
1770,2024-02-20,8413
1771,2024-02-21,6840
1772,2024-02-22,6650
1773,2024-02-23,688
1774,2024-02-24,8892
1775,2024-02-25,2659
1776,2024-02-26,3792
1777,2024-02-27,4847
1778,2024-02-28,1885
1779,2024-02-29,1011
1780,2024-03-01,8476
1781,2024-03-02,7269
1782,2024-03-03,1989
1783,2024-03-04,6864
1784,2024-03-05,2389
1785,2024-03-06,5942
1786,2024-03-07,1392
1787,2024-03-08,1221
1788,2024-03-09,848
1789,2024-03-10,5861
1790,2024-03-11,5638
1791,2024-03-12,6435
1792,2024-03-13,3232
1793,2024-03-14,1351
1794,2024-03-15,6960
1795,2024-03-16,6254
1796,2024-03-17,2215
1797,2024-03-18,5080
1798,2024-03-19,1291
1799,2024-03-20,7888
1800,2024-03-21,1146
1801,2024-03-22,3026
1802,2024-03-23,2213
1803,2024-03-24,785
1804,2024-03-25,1808
1805,2024-03-26,3747
1806,2024-03-27,4625
1807,2024-03-28,2198
1808,2024-03-29,2835
1809,2024-03-30,2291
1810,2024-03-31,5585
1811,2024-04-01,5685
1812,2024-04-02,4967
1813,2024-04-03,7410
1814,2024-04-04,6210
1815,2024-04-05,5071
1816,2024-04-06,1294
1817,2024-04-07,3139
1818,2024-04-08,1571
1819,2024-04-09,8298
1820,2024-04-10,2918
1821,2024-04-11,4800
1822,2024-04-12,316
1823,2024-04-13,2057
1824,2024-04-14,649
1825,2024-04-15,5271
1826,2024-04-16,7030
1827,2024-04-17,7536
1828,2024-04-18,416
1829,2024-04-19,6984
1830,2024-04-20,8855
1831,2024-04-21,9949
1832,2024-04-22,7614
1833,2024-04-23,9315
1834,2024-04-24,6101
1835,2024-04-25,3385
1836,2024-04-26,6520
1837,2024-04-27,916
1838,2024-04-28,1742
1839,2024-04-29,3984
1840,2024-04-30,651
1841,2024-05-01,2521
1842,2024-05-02,3288
1843,2024-05-03,9706
1844,2024-05-04,8223
1845,2024-05-05,3764
1846,2024-05-06,339
1847,2024-05-07,6939
1848,2024-05-08,7315
1849,2024-05-09,9748
1850,2024-05-10,2963
1851,2024-05-11,7816
1852,2024-05-12,3130
1853,2024-05-13,5797
1854,2024-05-14,817
1855,2024-05-15,6240
1856,2024-05-16,4094
1857,2024-05-17,622
1858,2024-05-18,6801
1859,2024-05-19,332
1860,2024-05-20,4538
1861,2024-05-21,9289
1862,2024-05-22,1831
1863,2024-05-23,3227
1864,2024-05-24,9447
1865,2024-05-25,9175
1866,2024-05-26,9766
1867,2024-05-27,583
1868,2024-05-28,6261
1869,2024-05-29,745
1870,2024-05-30,1094
1871,2024-05-31,4588
1872,2024-06-01,4647
1873,2024-06-02,758
1874,2024-06-03,2959
1875,2024-06-04,2932
1876,2024-06-05,7914
1877,2024-06-06,9936
1878,2024-06-07,1517
1879,2024-06-08,7753
1880,2024-06-09,383
1881,2024-06-10,9447
1882,2024-06-11,4741
1883,2024-06-12,3033
1884,2024-06-13,4190
1885,2024-06-14,8994
1886,2024-06-15,4923
1887,2024-06-16,2372
1888,2024-06-17,5963
1889,2024-06-18,4234
1890,2024-06-19,6384
1891,2024-06-20,8998
1892,2024-06-21,8403
1893,2024-06-22,8554
1894,2024-06-23,2750
1895,2024-06-24,5573
1896,2024-06-25,1928
1897,2024-06-26,6322
1898,2024-06-27,8909
1899,2024-06-28,6351
1900,2024-06-29,9935
1901,2024-06-30,7472
1902,2024-07-01,2222
1903,2024-07-02,3867
1904,2024-07-03,2452
1905,2024-07-04,2137
1906,2024-07-05,895
1907,2024-07-06,2506
1908,2024-07-07,793
1909,2024-07-08,9366
1910,2024-07-09,4137
1911,2024-07-10,5238
1912,2024-07-11,3145
1913,2024-07-12,2662
1914,2024-07-13,2227
1915,2024-07-14,2635
1916,2024-07-15,9501
1917,2024-07-16,6665
1918,2024-07-17,917
1919,2024-07-18,1013
1920,2024-07-19,5659
1921,2024-07-20,6439
1922,2024-07-21,2123
1923,2024-07-22,3850
1924,2024-07-23,688
1925,2024-07-24,2233
1926,2024-07-25,379
1927,2024-07-26,7776
1928,2024-07-27,295
1929,2024-07-28,6360
1930,2024-07-29,1559
1931,2024-07-30,6105
1932,2024-07-31,9792
1933,2024-08-01,4887
1934,2024-08-02,2553
1935,2024-08-03,6030
1936,2024-08-04,7944
1937,2024-08-05,8491
1938,2024-08-06,923
1939,2024-08-07,6356
1940,2024-08-08,5121
1941,2024-08-09,6689
1942,2024-08-10,5939
1943,2024-08-11,3625
1944,2024-08-12,3154
1945,2024-08-13,2909
1946,2024-08-14,8025
1947,2024-08-15,1659
1948,2024-08-16,8008
1949,2024-08-17,738
1950,2024-08-18,2663
1951,2024-08-19,5600
1952,2024-08-20,167
1953,2024-08-21,3106
1954,2024-08-22,8732
1955,2024-08-23,2403
1956,2024-08-24,7054
1957,2024-08-25,2478
1958,2024-08-26,4381
1959,2024-08-27,6147
1960,2024-08-28,1925
1961,2024-08-29,104
1962,2024-08-30,522
1963,2024-08-31,7011
1964,2024-09-01,5521
1965,2024-09-02,6367
1966,2024-09-03,322
1967,2024-09-04,5942
1968,2024-09-05,4598
1969,2024-09-06,622
1970,2024-09-07,3850
1971,2024-09-08,3220
1972,2024-09-09,7722
1973,2024-09-10,7045
1974,2024-09-11,1198
1975,2024-09-12,8994
1976,2024-09-13,7018
1977,2024-09-14,6959
1978,2024-09-15,1529
1979,2024-09-16,6950
1980,2024-09-17,877
1981,2024-09-18,7762
1982,2024-09-19,1650
1983,2024-09-20,4587
1984,2024-09-21,9421
1985,2024-09-22,2072
1986,2024-09-23,1601
1987,2024-09-24,5783
1988,2024-09-25,320
1989,2024-09-26,3927
1990,2024-09-27,7902
1991,2024-09-28,5352
1992,2024-09-29,5005
1993,2024-09-30,6473
1994,2024-10-01,4637
1995,2024-10-02,2740
1996,2024-10-03,9298
1997,2024-10-04,4022
1998,2024-10-05,4948
1999,2024-10-06,8028
2000,2024-10-07,7055
2001,2024-10-08,465
2002,2024-10-09,4079
2003,2024-10-10,3849
2004,2024-10-11,8826
2005,2024-10-12,4675
2006,2024-10-13,3111
2007,2024-10-14,3292
2008,2024-10-15,5245
2009,2024-10-16,7129
2010,2024-10-17,5999
2011,2024-10-18,5716
2012,2024-10-19,3824
2013,2024-10-20,4585
2014,2024-10-21,7586
2015,2024-10-22,7601
2016,2024-10-23,9407
2017,2024-10-24,4076
2018,2024-10-25,8296
2019,2024-10-26,119
2020,2024-10-27,4591
2021,2024-10-28,5651
2022,2024-10-29,5069
2023,2024-10-30,4691
2024,2024-10-31,5092
2025,2024-11-01,2868
2026,2024-11-02,3212
2027,2024-11-03,7058
2028,2024-11-04,4814
2029,2024-11-05,9288
2030,2024-11-06,7524
2031,2024-11-07,3019
2032,2024-11-08,1126
2033,2024-11-09,5144
2034,2024-11-10,9033
2035,2024-11-11,8428
2036,2024-11-12,6986
2037,2024-11-13,3466
2038,2024-11-14,1741
2039,2024-11-15,3657
2040,2024-11-16,1273
2041,2024-11-17,1810
2042,2024-11-18,6333
2043,2024-11-19,3205
2044,2024-11-20,1515
2045,2024-11-21,7560
2046,2024-11-22,9404
2047,2024-11-23,2120
2048,2024-11-24,8104
2049,2024-11-25,8866
2050,2024-11-26,8287
2051,2024-11-27,2243
2052,2024-11-28,4508
2053,2024-11-29,8598
2054,2024-11-30,5706
2055,2024-12-01,8918
2056,2024-12-02,5656
2057,2024-12-03,2370
2058,2024-12-04,797
2059,2024-12-05,3836
2060,2024-12-06,9305
2061,2024-12-07,7847
2062,2024-12-08,1636
2063,2024-12-09,4645
2064,2024-12-10,5495
2065,2024-12-11,5130
2066,2024-12-12,6352
2067,2024-12-13,134
2068,2024-12-14,5483
2069,2024-12-15,6256
2070,2024-12-16,7823
2071,2024-12-17,1219
2072,2024-12-18,8505
2073,2024-12-19,7823
2074,2024-12-20,9667
2075,2024-12-21,4457
2076,2024-12-22,4583
2077,2024-12-23,9976
2078,2024-12-24,2907
2079,2024-12-25,1180
2080,2024-12-26,1404
2081,2024-12-27,4932
2082,2024-12-28,3562
2083,2024-12-29,1016
2084,2024-12-30,1098
2085,2024-12-31,2587
